Basic,382.672,5010,16,1599709565
Basic,2428.67,16386.9,32,5043287571
Basic,3661.6,18153.3,48,5389252648
Basic,4869.8,18692.3,64,5549330673
Basic,6073.8,19616.1,80,5624517780
Basic,7235.32,19762.9,96,5666605341
Basic,8395.87,19862.4,112,5695170865
Basic,9609.71,19939.2,128,5717173639
Basic,19045.7,20949.2,255,5808253444
