Linear,706.716,13514.1,16,1599709565
Linear,5562.99,30256.5,32,5043287571
Linear,5983.34,30720.5,48,5389252648
Linear,6440.05,31596.8,64,5549330673
Linear,6499.78,31706.5,80,5624517780
Linear,6446.04,31768.1,96,5666605341
Linear,6341.04,31809.7,112,5695170865
Linear,6497.79,32523.3,128,5717173639
Linear,6852.06,32667.3,255,5808253444
