Linear,874.338,14770.6,16,1760374748
Linear,4416.51,20881,32,4160147428
Linear,5398.22,21864.4,48,4881262451
Linear,6481.86,23323.7,64,5473821783
Linear,7082.53,24074.2,80,5981525611
Linear,7798.2,24758.8,96,6444691755
Linear,9247.69,26876.2,128,7288271721
Linear,21377.9,38947.4,251,14803630654
