Superalphabet-2,643.577,71406.7,16,1760374748
Superalphabet-2,1504.02,169239,32,4160147428
Superalphabet-2,2185.14,199157,48,4881262451
Superalphabet-2,2813.97,223333,64,5473821783
Superalphabet-2,3484.43,244760,80,5981525611
Superalphabet-2,4213.46,263712,96,6444691755
Superalphabet-2,6471.26,298230,128,7288271721
Superalphabet-2,34503.8,607513,251,14803630654
